iter	Passed	Remaining
1665	126404	101214
1666	126472	101132
1667	126545	101054
1668	126609	100968
1669	126687	100894
1670	126771	100825
1671	126857	100758
1672	126923	100673
1673	126999	100597
1674	127083	100528
1675	127159	100453
1676	127273	100406
1677	127369	100347
1678	127460	100282
1679	127536	100207
1680	127630	100145
1681	127747	100102
1682	127851	100047
1683	127943	99984
1684	128040	99924
1685	128150	99875
1686	128248	99816
1687	128334	99747
1688	128409	99671
1689	128484	99594
1690	128586	99538
1691	128668	99467
1692	128763	99405
1693	128870	99353
1694	128960	99287
1695	129052	99224
1696	129141	99158
1697	129230	99092
1698	129312	99020
1699	129390	98945
1700	129462	98866
1701	129530	98784
1702	129614	98713
1703	129692	98639
1704	129770	98564
1705	129849	98491
1706	129921	98411
1707	129996	98334
1708	130068	98255
1709	130152	98185
1710	130223	98105
1711	130331	98053
1712	130447	98007
1713	130539	97942
1714	130617	97867
1715	130710	97804
1716	130804	97741
1717	130892	97673
1718	130974	97602
1719	131064	97536
1720	131150	97467
1721	131251	97409
1722	131325	97332
1723	131400	97254
1724	131474	97177
1725	131543	97094
1726	131605	97008
1727	131679	96930
1728	131774	96868
1729	131863	96801
1730	131934	96721
1731	132012	96646
1732	132090	96571
1733	132171	96498
1734	132245	96420
1735	132323	96345
1736	132391	96263
1737	132464	96185
1738	132539	96108
1739	132608	96026
1740	132685	95951
1741	132749	95866
1742	132859	95814
1743	132939	95741
1744	133027	95673
1745	133095	95591
1746	133190	95527
1747	133260	95447
1748	133340	95373
1749	133407	95291
1750	133475	95209
1751	133546	95128
1752	133611	95044
1753	133690	94970
1754	133779	94903
1755	133877	94842
1756	133956	94768
1757	134030	94690
1758	134138	94636
1759	134218	94563
1760	134290	94483
1761	134385	94420
1762	134468	94349
1763	134558	94282
1764	134646	94214
1765	134724	94139
1766	134791	94056
1767	134882	93990
1768	134968	93920
1769	135051	93849
1770	135136	93779
1771	135208	93699
1772	135279	93619
1773	135367	93551
1774	135461	93487
1775	135554	93422
1776	135622	93340
1777	135703	93267
1778	135776	93189
1779	135857	93115
1780	135939	93043
1781	136041	92984
1782	136119	92909
1783	136194	92832
1784	136275	92758
1785	136335	92671
1786	136407	92592
1787	136496	92524
1788	136578	92451
1789	136662	92380
1790	136742	92306
1791	136811	92225
1792	136876	92141
1793	136964	92073
1794	137044	91999
1795	137127	91927
1796	137237	91873
1797	137345	91818
1798	137427	91745
1799	137522	91681
1800	137604	91608
1801	137687	91536
1802	137778	91470
1803	137859	91396
1804	137948	91328
1805	138034	91258
1806	138110	91182
1807	138185	91104
1808	138278	91039
1809	138374	90975
1810	138478	90917
1811	138576	90854
1812	138654	90779
1813	138726	90700
1814	138813	90630
1815	138881	90548
1816	138959	90472
1817	139038	90398
1818	139117	90322
1819	139199	90250
1820	139264	90166
1821	139347	90094
1822	139430	90022
1823	139501	89941
1824	139584	89869
